vine,scion,rootstock,row,block,slice,ring,width_cm
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,6,0.301744706
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,6,0.252451307
Cab_039-16_20_3,Cab,039-16,20,3,Slice 735,7,0.156403928
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,7,0.159682545
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,7,0.132403994
Cab_039-16_20_3,Cab,039-16,20,3,Slice 735,8,0.168614844
Cab_039-16_20_3,Cab,039-16,20,3,Slice 1223,8,0.174984644
Cab_039-16_20_3,Cab,039-16,20,3,Slice 155,8,0.16984844
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,1,1.127426672
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,1,0.894077658
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,1,0.95558552
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,2,0.688319768
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,2,0.630867802
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,2,0.613549538
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,3,0.343560658
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,3,0.251890844
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,3,0.282404258
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,4,0.248620198
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,4,0.270937066
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,4,0.216131474
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,5,0.226643557
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,5,0.187172082
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,5,0.218658448
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,6,0.180999358
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,6,0.192949415
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,6,0.208918535
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,7,0.165015101
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,7,0.12840545
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,7,0.112619545
Cab_039-16_24_2,Cab,039-16,24,2,Slice 1395,8,0.095884822
Cab_039-16_24_2,Cab,039-16,24,2,Slice 263,8,0.108924119
Cab_039-16_24_2,Cab,039-16,24,2,Slice 955,8,0.115156403
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,1,0.913373535
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,1,0.89895354
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,1,0.694357452
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,2,0.398167095
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,2,0.307007485
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,2,0.277774517
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,3,0.149215127
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,3,0.139112233
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,3,0.131409295
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,4,0.187570205
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,4,0.16775472
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,4,0.155500931
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,5,0.202069542
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,5,0.187184956
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,5,0.167440503
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,6,0.199636743
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,6,0.322018604
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,6,0.272480633
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,7,0.098069862
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,7,0.246137075
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,7,0.231502912
Cab_039-16_27_1,Cab,039-16,27,1,Slice 716,8,0.108820384
Cab_039-16_27_1,Cab,039-16,27,1,Slice 225,8,0.221143801
Cab_039-16_27_1,Cab,039-16,27,1,Slice 1332,8,0.22901146
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,1,0.553851878
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,1,0.848841881
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,1,0.918430224
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,2,0.326454956
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,2,0.343879069
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,2,0.406781814
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,3,0.141529102
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,3,0.181643524
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,3,0.232120485
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,4,0.204961579
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,4,0.165310743
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,4,0.196015117
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,5,0.195809403
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,5,0.186273777
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,5,0.178037016
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,6,0.252912249
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,6,0.162888203
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,6,0.189316683
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,7,0.18282858
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,7,0.069492913
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,7,0.085968658
Chard_039-16_15_1,Chard,039-16,15,1,Slice 1341,8,0.150613314
Chard_039-16_15_1,Chard,039-16,15,1,Slice 928,8,0.070480314
Chard_039-16_15_1,Chard,039-16,15,1,Slice 225,8,0.107119334
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,1,0.557423972
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,1,0.55501525
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,1,0.545590084
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,2,0.408021326
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,2,0.328291454
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,2,0.35398709
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,3,0.202524956
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,3,0.255923539
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,3,0.254600212
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,4,0.243854704
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,4,0.260023679
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,4,0.279008372
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,5,0.299058094
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,5,0.255797996
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,5,0.283000959
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,6,0.205698672
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,6,0.213155895
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,6,0.209884299
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,7,0.195935118
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,7,0.11927574
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,7,0.135142252
Chard_039-16_5_4,Chard,039-16,5,4,Slice 1357,8,0.113255425
Chard_039-16_5_4,Chard,039-16,5,4,Slice 495,8,0.072925093
Chard_039-16_5_4,Chard,039-16,5,4,Slice 935,8,0.089857827
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,1,0.780357785
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,1,0.704873782
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,1,0.687358754
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,2,0.475494576
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,2,0.386679179
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,2,0.36896056
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,3,0.321636589
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,3,0.314739417
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,3,0.334379613
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,4,0.344732092
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,4,0.324362579
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,4,0.325432192
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,5,0.354547396
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,5,0.326714689
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,5,0.365461347
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,6,0.357668874
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,6,0.339804606
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,6,0.356337074
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,7,0.257914991
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,7,0.266723669
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,7,0.276267727
Chard_039-16_8_3,Chard,039-16,8,3,Slice 822,8,0.221847721
Chard_039-16_8_3,Chard,039-16,8,3,Slice 267,8,0.193673879
Chard_039-16_8_3,Chard,039-16,8,3,Slice 1413,8,0.257667196
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,1,0.761229256
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,1,1.030326616
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,1,0.826843618
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,2,0.520277969
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,2,0.617797086
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,2,0.511216648
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,3,0.161400537
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,3,0.200235663
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,3,0.199424392
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,4,0.286311938
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,4,0.293008474
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,4,0.294169084
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,5,0.324893382
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,5,0.319549663
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,5,0.291744453
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,6,0.419254374
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,6,0.34490824
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,6,0.340885587
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,7,0.285075259
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,7,0.295420729
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,7,0.254495138
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 1378,8,0.164498574
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 806,8,0.19924085
Cab_101-14 MGT_19_1,Cab,101-14 MGT,19,1,Slice 295,8,0.199739373
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,1,1.003992954
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,1,1.062512812
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,1,1.200754483
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,2,0.485660942
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,2,0.488277684
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,2,0.511670288
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,3,0.203113424
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,3,0.194846548
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,3,0.260772604
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,4,0.197734061
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,4,0.208985866
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,4,0.265783913
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,5,0.185634924
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,5,0.182632338
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,5,0.229481429
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,6,0.215885842
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,6,0.227655875
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,6,0.264854591
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,7,0.132734637
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,7,0.170652109
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,7,0.177526064
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 440,8,0.206167738
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 893,8,0.193256587
Cab_101-14 MGT_23_3,Cab,101-14 MGT,23,3,Slice 1359,8,0.193403901
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,1,0.912882075
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,1,0.74124594
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,1,0.860146368
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,2,0.485180382
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,2,0.407811553
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,2,0.554334951
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,3,0.140763506
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,3,0.233667311
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,3,0.237733121
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,4,0.16529743
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,4,0.172649769
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,4,0.163418181
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,5,0.164934771
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,5,0.192443355
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,5,0.156032997
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,6,0.157855105
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,6,0.140725152
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,6,0.167474534
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,7,0.181051531
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,7,0.112752933
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,7,0.104665221
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 266,8,0.087116596
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 1341,8,0.092787895
Cab_101-14 MGT_25_2,Cab,101-14 MGT,25,2,Slice 746,8,0.094024465
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,1,1.043244808
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,1,1.025918885
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,1,0.968978753
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,2,0.602319196
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,2,0.447106718
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,2,0.376179438
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,3,0.388169162
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,3,0.203453022
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,3,0.192146623
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,4,0.274060005
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,4,0.244327134
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,4,0.20893288
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,5,0.270368896
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,5,0.189994766
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,5,0.18823376
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,6,0.18098644
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,6,0.188715678
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,6,0.191812137
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,7,0.139740706
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,7,0.103421531
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,7,0.106840708
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 1391,8,0.189334257
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 801,8,0.107980271
Cab_101-14 MGT_29_4,Cab,101-14 MGT,29,4,Slice 331,8,0.102373136
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,1,0.524123405
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,1,0.550025966
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,1,0.571369551
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,2,0.262605556
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,2,0.144411887
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,2,0.297921552
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,3,0.123433179
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,3,0.097178238
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,3,0.195241314
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,4,0.150826566
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,4,0.140741452
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,4,0.177380919
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,5,0.166239592
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,5,0.144313574
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,5,0.161282007
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,6,0.251501123
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,6,0.179662701
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,6,0.161282476
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,7,0.093067607
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,7,0.112475513
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,7,0.110916029
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 1317,8,0.118527844
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 222,8,0.08332131
Chard_101-14 MGT_13_2,Chard,101-14 MGT,13,2,Slice 787,8,0.114692028
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,1,0.849765469
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,1,0.868094598
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,1,0.77295424
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,2,0.282669571
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,2,0.349591563
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,2,0.387782604
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,3,0.117835049
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,3,0.136498943
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,3,0.160550315
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,4,0.124441166
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,4,0.131511558
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,4,0.152122248
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,5,0.206210375
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,5,0.180998694
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,5,0.192288467
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,6,0.165065108
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,6,0.147527417
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,6,0.192356822
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,7,0.131734928
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,7,0.094403608
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,7,0.106579175
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1664,8,0.097420314
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 1383,8,0.107116622
Chard_101-14 MGT_15_4,Chard,101-14 MGT,15,4,Slice 658,8,0.151316531
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,1,0.53516881
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,1,0.568609538
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,1,0.48190615
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,2,0.34949805
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,2,0.332931904
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,2,0.333587565
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,3,0.18446281
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,3,0.204941839
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,3,0.199083441
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,4,0.210248616
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,4,0.19160184
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,4,0.202024024
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,5,0.284517006
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,5,0.312999899
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 720,5,0.274135445
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 1357,6,0.340024038
Chard_101-14 MGT_3_3,Chard,101-14 MGT,3,3,Slice 249,6,0.351760293
